Description,Real Estate Type,Location,City,Province,Region,Highly Urbanized?,Price (PHP),Bedrooms,Bath,Floor_area (sqm),Land_area (sqm),Total_area (sqm),Price per sqm,Latitude,Longitude,Link
"Studio A & B Unit Mountain View with Balcony For Sale, Cagayan de Oro",Condo Unit,"Balulang, Cagayan de Oro",Cagayan de Oro,Misamis Oriental,Region X,1,"4,246,440",1,1,26,na,26,163324.62,8.445061,124.629556,https://www.lamudi.com.ph/studio-a-b-unit-mountain-view-with-balcony-for-sal-171033888097.html
Studio Type with Mountain View for Pre-Selling in Ortigas Ave. Ext. Cainta Rizal,Condo Unit,"San Roque, Cainta",Cainta,Rizal,Region IV-A,0,"7,500,000",1,1,33,na,33,227272.73,14.58239,121.11503,https://www.lamudi.com.ph/studio-type-with-mountain-view-for-pre-selling-in-170857649849.html
"Pet-friendly Studio Unit for Sale in Sierra Valley Gardens – T4, Cainta, Rizal",Condo Unit,"San Juan, Cainta",Cainta,Rizal,Region IV-A,0,"4,400,000",1,1,22,na,22,200000,14.5870358,121.1327363,https://www.lamudi.com.ph/pet-friendly-studio-unit-for-sale-in-sierra-valley-169693349729.html
"Pet-friendly 2BR Condo Unit for Sale in Sierra Valley Gardens – T4, Cainta, Rizal | 5...",Condo Unit,"San Juan, Cainta",Cainta,Rizal,Region IV-A,0,"10,700,000",2,1,57,na,57,187719.3,14.5870358,121.1327363,https://www.lamudi.com.ph/pet-friendly-2br-condo-unit-for-sale-in-sierra-val-169693350726.html
"Pet-friendly 1BR Condo Unit for Sale in Sierra Valley Gardens – T4, Cainta, Rizal | 3...",Condo Unit,"San Juan, Cainta",Cainta,Rizal,Region IV-A,0,"7,600,000",1,1,37,na,37,205405.41,14.5870358,121.1327363,https://www.lamudi.com.ph/pet-friendly-1br-condo-unit-for-sale-in-sierra-val-169693351068.html
"Pet-friendly 1BR Condo Unit for Sale in Sierra Valley Gardens – T3, Cainta, Rizal | 3...",Condo Unit,"San Juan, Cainta",Cainta,Rizal,Region IV-A,0,"6,100,000",1,1,32,na,32,190625,14.5870358,121.1327363,https://www.lamudi.com.ph/pet-friendly-1br-condo-unit-for-sale-in-sierra-val-169693350399.html
"For Sale: RFO House and Lot in San Isidro, Cainta",House,"San Isidro, Cainta",Cainta,Rizal,Region IV-A,0,"16,800,000",5,na,221,201,422,39810.43,14.613156,121.118502,https://www.lamudi.com.ph/for-sale-rfo-house-and-lot-in-san-isidro-cainta-171142084142.html
"2BR Condo Unit for Sale in Cainta, Rizal near Pasig at Empire East Highland City – T3...",Condo Unit,"San Isidro, Cainta",Cainta,Rizal,Region IV-A,0,"7,342,643",2,2,46,na,46,159622.67,14.599,121.1081825,https://www.lamudi.com.ph/2br-condo-unit-for-sale-in-cainta-rizal-near-pasig-170608486898.html
"Ventura Real | Lot Only for Sale in Calamba, Laguna | Futura by Filinvest",Lot,"Bubuyan, Calamba",Calamba,Laguna,Region IV-A,0,"2,576,000",na,na,na,88,88,29272.73,14.170281,121.102719,https://www.lamudi.com.ph/ventura-real-lot-only-for-sale-in-calamba-laguna-f-168964582444.html
"Ventura Real | Sapphire 2BR House for Sale in Calamba, Laguna | Futura by Filinvest",House,"Bubuyan, Calamba",Calamba,Laguna,Region IV-A,0,"4,678,200",2,na,62,88,150,31188,14.170281,121.102719,https://www.lamudi.com.ph/sapphire-2br-house-for-sale-at-ventura-real-in-calamba-laguna-futura-by-filinvest.html
"1BR Bungalow Duplex House and Lot for Sale in Calamba, Laguna at Suntrust Sentosa | A...",House,"Punta, Calamba",Calamba,Laguna,Region IV-A,0,"1,857,120",1,na,28,60,88,21103.64,14.176345,121.122173,https://www.lamudi.com.ph/1br-bungalow-duplex-house-and-lot-for-sale-in-cala-171201863371.html
"1BR Bungalow Duplex House and Lot for Sale in Calamba, Laguna at Suntrust Sentosa | A...",House,"Punta, Calamba",Calamba,Laguna,Region IV-A,0,"2,032,550",1,na,41,60,101,20124.26,14.176345,121.122173,https://www.lamudi.com.ph/1br-bungalow-duplex-house-and-lot-for-sale-in-cala-171201863496.html
"3BR 2-Storey Duplex House and Lot for Sale in Calamba, Laguna at Suntrust Sentosa | L...",House,"Punta, Calamba",Calamba,Laguna,Region IV-A,0,"4,417,330",3,na,90,80,170,25984.29,14.176345,121.122173,https://www.lamudi.com.ph/3br-2-storey-duplex-house-and-lot-for-sale-in-cala-171201863260.html
"3BR SA House and Lot for Sale in Calamba, Laguna at Suntrust Sentosa | Chiara SA",House,"Punta, Calamba",Calamba,Laguna,Region IV-A,0,"4,878,120",3,na,80,110,190,25674.32,14.176345,121.122173,https://www.lamudi.com.ph/3br-sa-house-and-lot-for-sale-in-calamba-laguna-at-171195264322.html
"4BR 2-Storey SD House and Lot for Sale in Calamba, Laguna at Suntrust Sentosa | Amaya...",House,"Punta, Calamba",Calamba,Laguna,Region IV-A,0,"8,038,160",4,na,149,176,325,24732.8,14.176345,121.122173,https://www.lamudi.com.ph/4br-2-storey-sd-house-and-lot-for-sale-in-calamba-17120189182.html
"3BR 2-Storey Quadruplex Townhouse for Sale in Calamba, Laguna at Suntrust Sentosa | A...",House,"Punta, Calamba",Calamba,Laguna,Region IV-A,0,"3,425,390",3,na,80,60,140,24467.07,14.182374,121.126212,https://www.lamudi.com.ph/3br-2-storey-quadruplex-townhouse-for-sale-in-cala-171201891620.html
"4BR 2-Storey SD House and Lot for Sale in Calamba, Laguna at Suntrust Sentosa | Niran...",House,"Punta, Calamba",Calamba,Laguna,Region IV-A,0,"7,346,680",4,na,115,176,291,25246.32,14.182374,121.126212,https://www.lamudi.com.ph/4br-2-storey-sd-house-and-lot-for-sale-in-calamba-171201891946.html
"4BR 2-Storey SD House and Lot for Sale in Calamba, Laguna at Suntrust Sentosa | Shana...",House,"Punta, Calamba",Calamba,Laguna,Region IV-A,0,"9,697,240",4,na,171,176,347,27945.94,14.182374,121.126212,https://www.lamudi.com.ph/4br-2-storey-sd-house-and-lot-for-sale-in-calamba-171201891774.html
"2BR 2-Storey House and Lot for Sale in Calamba, Laguna at San Francisco Heights | Sab...",House,"Palo-Alto, Calamba",Calamba,Laguna,Region IV-A,0,"4,712,920",2,na,60,110,170,27723.06,14.188338,121.110018,https://www.lamudi.com.ph/2br-2-storey-house-and-lot-for-sale-in-calamba-lag-171201892198.html
"2BR Bungalow Duplex House and Lot for Sale in Calamba, Laguna at San Francisco Height...",House,"Palo-Alto, Calamba",Calamba,Laguna,Region IV-A,0,"2,602,830",2,na,65,110,175,14873.31,14.188338,121.110018,https://www.lamudi.com.ph/2br-bungalow-duplex-house-and-lot-for-sale-in-cala-171201863257.html
"2BR Bungalow House and Lot for Sale in Calamba, Laguna at San Francisco Heights | Far...",House,"Palo-Alto, Calamba",Calamba,Laguna,Region IV-A,0,"2,817,480",2,na,36,110,146,19297.81,14.188338,121.110018,https://www.lamudi.com.ph/2br-bungalow-house-and-lot-for-sale-in-calamba-lag-171201863399.html
"2BR Bungalow House and Lot for Sale in Calamba, Laguna at San Francisco Heights | Fra...",House,"Palo-Alto, Calamba",Calamba,Laguna,Region IV-A,0,"3,101,560",2,na,46,110,156,19881.79,14.188338,121.110018,https://www.lamudi.com.ph/2br-bungalow-house-and-lot-for-sale-in-calamba-lag-171201863218.html
"3BR 2-Storey Duplex House and Lot for Sale in Calamba, Laguna at San Francisco Height...",House,"Palo-Alto, Calamba",Calamba,Laguna,Region IV-A,0,"3,479,980",3,na,60,110,170,20470.47,14.188338,121.110018,https://www.lamudi.com.ph/3br-2-storey-duplex-house-and-lot-for-sale-in-cala-17120186332.html
"House and Lot for Sale in Highlands Subdivision, Brgy. Palo-Alto, Calamba Laguna",House,"Palo-Alto, Calamba",Calamba,Laguna,Region IV-A,0,"3,500,000",na,na,na,104,104,33653.85,14.191945,121.113605,https://www.lamudi.com.ph/house-and-lot-for-sale-in-highlands-subdivision-br-165882198053.html
"2-Bedroom House and Lot for Sale in Calamba, Laguna at Gran Avila | Solo",House,"Majada Labas, Calamba",Calamba,Laguna,Region IV-A,0,"2,201,620",2,na,36,80,116,18979.48,14.196755,121.104962,https://www.lamudi.com.ph/2-bedroom-house-and-lot-for-sale-in-calamba-laguna-171195264518.html
"3-Bedroom 2-Storey House and Lot for Sale in Calamba, Laguna at Gran Avila | Alto",House,"Majada Labas, Calamba",Calamba,Laguna,Region IV-A,0,"3,343,240",3,na,60,90,150,22288.27,14.196755,121.104962,https://www.lamudi.com.ph/3-bedroom-2-storey-house-and-lot-for-sale-in-calam-171201891710.html
"2BR Bungalow SA House and Lot for Sale in Calamba, Laguna at San Francisco Place | Fi...",House,"Majada Labas, Calamba",Calamba,Laguna,Region IV-A,0,"3,748,690",2,na,45,110,155,24185.1,14.1974,121.1104217,https://www.lamudi.com.ph/2br-bungalow-sa-house-and-lot-for-sale-in-calamba-17119316335.html
"3BR Bungalow SA House and Lot for Sale in Calamba, Laguna at San Francisco Place | Fr...",House,"Majada Labas, Calamba",Calamba,Laguna,Region IV-A,0,"3,813,350",3,na,46,110,156,24444.55,14.1974,121.1104217,https://www.lamudi.com.ph/3br-bungalow-sa-house-and-lot-for-sale-in-calamba-171193163142.html
"Lot Only for Sale in Capas, Tarlac at Ajoya Capas",Lot,"Talaga, Capas",Capas,Tarlac,Region III,0,"3,018,000",na,na,na,153,153,19725.49,15.3335,120.59045,https://www.lamudi.com.ph/lot-only-for-sale-in-capas-tarlac-at-ajoya-capas-170789170799.html
"Shophouse for Sale in Capas, Tarlac at Ajoya Capas",House,"Talaga, Capas",Capas,Tarlac,Region III,0,"8,723,000",na,na,99,60,159,54861.64,15.3335,120.59045,https://www.lamudi.com.ph/shophouse-for-sale-in-capas-tarlac-at-ajoya-capas-170789170493.html
"For Sale House and Lot in Capas, Tarlac",House,"Talaga, Capas",Capas,Tarlac,Region III,0,"3,370,000",2,na,66,80,146,23082.19,15.38115,120.590541,https://www.lamudi.com.ph/for-sale-house-and-lot-in-capas-tarlac-170962949083.html
"Ready For You: Duplex House and Lot Side by Side for Sale in Capas, Tarlac at Ajoya C...",House,"Talaga, Capas",Capas,Tarlac,Region III,0,"3,573,000",na,na,66,80,146,24472.6,15.38115,120.590541,https://www.lamudi.com.ph/ready-for-you-duplex-house-and-lot-side-by-side-fo-171023068295.html
"Ready For You: Townhouse for Sale in Capas, Tarlac at Ajoya Capas",House,"Talaga, Capas",Capas,Tarlac,Region III,0,"2,351,000",na,na,49,50,99,23747.47,15.38115,120.590541,https://www.lamudi.com.ph/ready-for-you-townhouse-for-sale-in-capas-tarlac-a-17102202612.html
Pre-Selling Lot Ceila Aera Heights in Carmona Cavite by Ayala Land Premier,Lot,"Lantic, Carmona",Carmona,Cavite,Region IV-A,0,"46,694,560",na,na,na,860,860,54296,14.2924276,121.0301736,https://www.lamudi.com.ph/pre-selling-lot-ceila-aera-heights-in-carmona-cavi-170194287472.html
"Studio Unit for Sale in North Reclamation Area, Cebu City at Galleria Residences – T3...",Condo Unit,"North Reclamation Area, Cebu",Cebu,Cebu,Region VII,1,"4,690,752",1,na,25,na,25,187630.08,10.30356,123.91222,https://www.lamudi.com.ph/studio-unit-for-sale-in-north-reclamation-area-ceb-169830376556.html
"Studio Unit for Sale in North Reclamation Area, Cebu City at Galleria Residences – T3...",Condo Unit,"North Reclamation Area, Cebu",Cebu,Cebu,Region VII,1,"6,392,734",1,na,37,na,37,172776.59,10.30356,123.91222,https://www.lamudi.com.ph/studio-unit-for-sale-in-north-reclamation-area-ceb-169830376348.html
"Studio - Finished Condo Unit for Sale in Mabolo, Cebu City at The Persimmon",Condo Unit,"Mabolo, Cebu",Cebu,Cebu,Region VII,1,"3,945,000",1,1,24,na,24,164375,10.3116,123.9127491,https://www.lamudi.com.ph/studio-finished-condo-unit-for-sale-in-mabolo-cebu-170894432027.html
"Studio - Finished Combined Condo Unit for Sale in Mabolo, Cebu City at The Persimmon",Condo Unit,"Mabolo, Cebu",Cebu,Cebu,Region VII,1,"6,844,000",2,2,49,na,49,139673.47,10.3116,123.9127491,https://www.lamudi.com.ph/studio-finished-combined-condo-unit-for-sale-in-ma-170894432224.html
"Ready For You: Studio Condo Unit for Sale in Mabolo, Cebu City at The Persimmon at Ph...",Condo Unit,"Mabolo, Cebu",Cebu,Cebu,Region VII,1,"3,827,000",1,1,24,na,24,159458.33,10.31581,123.918231,https://www.lamudi.com.ph/ready-for-you-studio-condo-unit-for-sale-in-mabolo-171023068559.html
"Ready For You: Residential Lot for Sale in Bacayan, Cebu at Priveya Hills",Lot,"Bacayan, Cebu",Cebu,Cebu,Region VII,1,"34,166,000",na,na,na,780,780,43802.56,10.3891,123.92516,https://www.lamudi.com.ph/ready-for-you-residential-lot-for-sale-in-bacayan-171022025956.html
"Condominium 1BR with Balcony For Sale at Mandani Bay Quay Tower 1, Cebu City",Condo Unit,"North Reclamation Area, Cebu",Cebu,Cebu,Region VII,1,"12,500,000",1,1,58,na,58,215517.24,10.3380996,123.883279,https://www.lamudi.com.ph/condominium-1br-with-balcony-for-sale-at-mandani-b-169830829641.html
"2BR Loft Condo Unit for Sale in Mabolo, Cebu City at The Persimmon West Tower",Condo Unit,"Mabolo, Cebu",Cebu,Cebu,Region VII,1,"13,378,000",2,1,71,na,71,188422.54,10.3116,123.9127491,https://www.lamudi.com.ph/2br-loft-condo-unit-for-sale-in-mabolo-cebu-city-a-170894431666.html
"2BR Condo Unit for Sale in North Reclamation Area, Cebu City at Galleria Residences –...",Condo Unit,"North Reclamation Area, Cebu",Cebu,Cebu,Region VII,1,"13,007,400",2,na,75,na,75,173432,10.30356,123.91222,https://www.lamudi.com.ph/2br-condo-unit-for-sale-in-north-reclamation-area-169830376470.html
"1BR Exec Condo Unit for Sale in North Reclamation Area, Cebu City at Galleria Residen...",Condo Unit,"North Reclamation Area, Cebu",Cebu,Cebu,Region VII,1,"7,170,250",1,na,44,na,44,162960.23,10.30356,123.91222,https://www.lamudi.com.ph/1br-exec-condo-unit-for-sale-in-north-reclamation-169830376327.html
"1BR Condo Unit for Sale in North Reclamation Area, Cebu City at Galleria Residences –...",Condo Unit,"North Reclamation Area, Cebu",Cebu,Cebu,Region VII,1,"7,421,192",1,na,40,na,40,185529.8,10.30356,123.91222,https://www.lamudi.com.ph/1br-condo-unit-for-sale-in-north-reclamation-area-169830376720.html
"2BR 2-Storey Townhouse for Sale in Compostela, Cebu at Amoa | AMITA - End",House,"Tamiao, Compostela",Compostela,Cebu,Region VII,0,"4,389,000",2,na,53,70,123,35682.93,10.4472,123.9891013,https://www.lamudi.com.ph/2br-2-storey-townhouse-for-sale-in-compostela-cebu-170789173260.html
"2BR 2-Storey Townhouse for Sale in Compostela, Cebu at Amoa | AMITA - Mid",House,"Tamiao, Compostela",Compostela,Cebu,Region VII,0,"4,389,000",2,na,53,50,103,42611.65,10.4472,123.9891013,https://www.lamudi.com.ph/2br-2-storey-townhouse-for-sale-in-compostela-cebu-170789172737.html
"4BR 2-Storey Single Attached House and Lot for Sale in Compostela, Cebu at Amoa | Ast...",House,"Tamiao, Compostela",Compostela,Cebu,Region VII,0,"7,021,000",4,na,82,120,202,34757.43,10.4472,123.9891013,https://www.lamudi.com.ph/4br-2-storey-single-attached-house-and-lot-for-sal-170868183744.html
"Lot Only for Sale in Compostela, Cebu at Amoa",Lot,"Tamiao, Compostela",Compostela,Cebu,Region VII,0,"2,754,000",na,na,na,120,120,22950,10.4472,123.9891013,https://www.lamudi.com.ph/lot-only-for-sale-in-compostela-cebu-at-amoa-170789172073.html
"2BR 2-Storey Townhouse for Sale in Dasmarinas, Cavite | The Villas at Dasmarinas High...",House,"San Agustin I, Dasmarinas",Dasmarinas,Cavite,Region IV-A,0,"3,267,000",2,na,76,66,142,23007.04,14.31159,120.94958,https://www.lamudi.com.ph/2br-2-storey-townhouse-for-sale-in-dasmari-as-cavi-170669685538.html
"4-Bedroom 3-Storey Townhouse for Sale in Dasmarinas, Cavite | The Villas at Dasmarina...",House,"San Agustin I, Dasmarinas",Dasmarinas,Cavite,Region IV-A,0,"9,500,000",4,na,132,66,198,47979.8,14.31159,120.94958,https://www.lamudi.com.ph/4-bedroom-3-storey-townhouse-for-sale-in-dasmari-a-170669392730.html
"4BR 3-Storey Townhouse for Sale in Dasmarinas, Cavite | The Villas at Dasmarinas High...",House,"San Agustin I, Dasmarinas",Dasmarinas,Cavite,Region IV-A,0,"9,500,000",4,na,132,66,198,47979.8,14.31159,120.94958,https://www.lamudi.com.ph/4br-3-storey-townhouse-for-sale-in-dasmari-as-cavi-17066939287.html
"Studio Prime Condo Unit for Sale in Davao City, Davao del Sur at Frontera | 28.55 sqm",Condo Unit,"Buhangin, Davao",Davao,Davao del Sur,Region XI,1,"7,311,830",1,1,28,na,28,261136.79,7.11304,125.6056571,https://www.lamudi.com.ph/studio-prime-condo-unit-for-sale-in-davao-city-dav-171046365784.html
"Studio Condo Unit for Sale in Davao City, Davao del Sur at Patio Suites - T2 | 26sqm",Condo Unit,"Barangay 20-B, Davao",Davao,Davao del Sur,Region XI,1,"7,534,000",1,1,26,na,26,289769.23,7.09158,125.6125212,https://www.lamudi.com.ph/studio-condo-unit-for-sale-in-davao-city-davao-del-170781025528.html
"Studio B Condo Unit for Sale in Davao City, Davao del Sur | Crown Residences at Tierr...",Condo Unit,"Pampanga, Davao",Davao,Davao del Sur,Region XI,1,"6,567,880",1,1,25,na,25,262715.2,7.1087,125.6506634,https://www.lamudi.com.ph/studio-b-condo-unit-for-sale-in-davao-city-davao-d-170254559959.html
"Studio 4F Condo Unit for Sale in Davao City, Davao del Sur at Frontera | 23.76 sqm",Condo Unit,"Buhangin, Davao",Davao,Davao del Sur,Region XI,1,"6,039,707",1,1,23,na,23,262595.96,7.11304,125.6056571,https://www.lamudi.com.ph/studio-4f-condo-unit-for-sale-in-davao-city-davao-171046433914.html
"Studio 3F Condo Unit for Sale in Davao City, Davao del Sur at Frontera | 23.76 sqm",Condo Unit,"Buhangin, Davao",Davao,Davao del Sur,Region XI,1,"6,010,601",1,1,23,na,23,261330.48,7.11304,125.6056571,https://www.lamudi.com.ph/studio-3f-condo-unit-for-sale-in-davao-city-davao-171046433833.html
"Semi-Furnished 3BR Condo Unit for Sale in Davao City, Davao del Sur at Seawind – Towe...",Condo Unit,"Sasa, Davao",Davao,Davao del Sur,Region XI,1,"4,931,000",3,2,48,na,48,102729.17,7.1362,125.6613471,https://www.lamudi.com.ph/semi-furnished-3br-condo-unit-for-sale-in-davao-ci-170010734439.html
"Semi-Furnished 3BR Bi-Level Condo Unit for Sale in Davao City, Davao del Sur at Seawi...",Condo Unit,"Sasa, Davao",Davao,Davao del Sur,Region XI,1,"5,520,795",3,na,69,na,69,80011.52,7.1362,125.6613471,https://www.lamudi.com.ph/semi-furnished-3br-bi-level-condo-unit-for-sale-in-170010734444.html
"Semi-Furnished 2BR Condo Unit for Sale in Davao City, Davao del Sur at Seawind – Towe...",Condo Unit,"Sasa, Davao",Davao,Davao del Sur,Region XI,1,"4,531,400",2,1,36,na,36,125872.22,7.1362,125.6613471,https://www.lamudi.com.ph/semi-furnished-2br-condo-unit-for-sale-in-davao-ci-170010734549.html
"Semi-Furnished 2BR Condo Unit for Sale in Davao City, Davao del Sur at Seawind – Towe...",Condo Unit,"Sasa, Davao",Davao,Davao del Sur,Region XI,1,"3,978,000",2,1,36,na,36,110500,7.1362,125.6613471,https://www.lamudi.com.ph/semi-furnished-2br-condo-unit-for-sale-in-davao-ci-170010734711.html
"Semi-Furnished 2BR Condo Unit for Sale in Davao City, Davao del Sur at Seawind – Towe...",Condo Unit,"Sasa, Davao",Davao,Davao del Sur,Region XI,1,"3,978,000",2,1,36,na,36,110500,7.1362,125.6613471,https://www.lamudi.com.ph/semi-furnished-2br-condo-unit-for-sale-in-davao-ci-170010734424.html
"2-Bedroom A Condo Unit for Sale in Davao City, Davao del Sur | Crown Residences at Ti...",Condo Unit,"Pampanga, Davao",Davao,Davao del Sur,Region XI,1,"26,181,840",2,1,89,na,89,294177.98,7.1087,125.6506634,https://www.lamudi.com.ph/2-bedroom-a-condo-unit-for-sale-in-davao-city-dava-170254559810.html
"1 Bedroom Condo Unit for Sale in Davao City, Davao del Sur at Patio Suites - T2 | 52s...",Condo Unit,"Barangay 20-B, Davao",Davao,Davao del Sur,Region XI,1,"12,672,000",1,1,52,na,52,243692.31,7.09158,125.6125212,https://www.lamudi.com.ph/1-bedroom-condo-unit-for-sale-in-davao-city-davao-170781025435.html
"1 Bedroom Condo Unit for Sale in Davao City, Davao del Sur at Patio Suites - T2 | 49s...",Condo Unit,"Barangay 20-B, Davao",Davao,Davao del Sur,Region XI,1,"11,710,000",1,1,49,na,49,238979.59,7.09158,125.6125212,https://www.lamudi.com.ph/1-bedroom-condo-unit-for-sale-in-davao-city-davao-170781025676.html
"1 Bedroom Condo Unit for Sale in Davao City, Davao del Sur at Patio Suites - T1 | 52s...",Condo Unit,"Barangay 20-B, Davao",Davao,Davao del Sur,Region XI,1,"14,537,000",1,1,52,na,52,279557.69,7.09158,125.6125212,https://www.lamudi.com.ph/1-bedroom-condo-unit-for-sale-in-davao-city-davao-170781025444.html
"1 Bedroom Condo Unit for Sale in Davao City, Davao del Sur at Patio Suites - T1 | 49s...",Condo Unit,"Barangay 20-B, Davao",Davao,Davao del Sur,Region XI,1,"11,031,000",1,1,49,na,49,225122.45,7.09158,125.6125212,https://www.lamudi.com.ph/1-bedroom-condo-unit-for-sale-in-davao-city-davao-170781025481.html
"1 Bedroom C Condo Unit for Sale in Davao City, Davao del Sur | Crown Residences at Ti...",Condo Unit,"Pampanga, Davao",Davao,Davao del Sur,Region XI,1,"12,413,600",1,1,48,na,48,258616.67,7.1087,125.6506634,https://www.lamudi.com.ph/1-bedroom-c-condo-unit-for-sale-in-davao-city-dava-170254559835.html
"1 Bedroom B Condo Unit for Sale in Davao City, Davao del Sur | Crown Residences at Ti...",Condo Unit,"Pampanga, Davao",Davao,Davao del Sur,Region XI,1,"15,524,080",1,1,54,na,54,287482.96,7.1087,125.6506634,https://www.lamudi.com.ph/1-bedroom-b-condo-unit-for-sale-in-davao-city-dava-170254559849.html
"1 Bedroom A.1 Condo Unit for Sale in Davao City, Davao del Sur | Crown Residences at ...",Condo Unit,"Pampanga, Davao",Davao,Davao del Sur,Region XI,1,"13,545,220",1,1,51,na,51,265592.55,7.1087,125.6506634,https://www.lamudi.com.ph/1-bedroom-a-1-condo-unit-for-sale-in-davao-city-da-170254559986.html
